DrugID	TargetID
D0ES2Y	T09572
D03CDM	T09572
D0I7FK	T09572
D0L4WB	T09572
D07XEA	T09572
D0P4CQ	T09572
D0D2PL	T11072
D0D2PL	T78709
D0D2PL	T09572
D0LJ4Q	T09572
D0X2DH	T40276
D0X2DH	T12808
D05WZF	T11388
D05WZF	T68290
D00NWF	T12499
D00NWF	T65864
D00NWF	T52316
D00NWF	T90648
D04ZDI	T68547
D06VBN	T63816
D06VBN	T68547
D06VBN	T22274
D06VBN	T28887
D06VBN	T94324
D06VBN	T51191
D0GR9O	T51426
D0GR9O	T46456
D0GR9O	T13726
D0GR9O	T60077
D0J6PQ	T77365
D0D3WR	T92072
D0D3WR	T77365
D04JDQ	T77365
D0H2WQ	T02551
D0H2WQ	T67162
D0H2WQ	T24983
D0H2WQ	T22118
D0Z1QU	T72458
D09HHW	T72458
D02TLP	T76369
D0Z5KQ	T76369
D08AOG	T76369
D05AVX	T76369
D0Z1WQ	T76369
D0N0HK	T76369
D0QE3V	T61722
D0D6MO	T02532
D06FTK	T02532
D0L8VT	T59626
D0QK2E	T36483
D0S9SX	T65864
D0Z0UC	T80896
D0Z0UC	T89534
D0P4SR	T80896
D0G8CV	T67162
D02BGA	T77365
D02BGA	T92072
D0O0FP	T86679
D0O0FP	T77365
D0O0FP	T92072
D0Y5TL	T86679
D0Y5TL	T77365
D0K5DM	T67103
D0K5DM	T23355
D0R5WX	T67162
D0R5WX	T78709
D05CGI	T78709
D04ZMS	T78709
D04ZMS	T67162
D04JZJ	T78709
D03SHO	T26851
D0Q0HE	T26851
D0G4VH	T26851
D05AIB	T26851
D0R1MR	T26851
D0V0RO	T26851
D01ARE	T57392
D01ARE	T37848
D03LDH	T78709
D00CYF	T26851
D0O2BI	T26851
D0B4JO	T26851
D0PD8G	T26851
D0T0PR	T26851
D02CSO	T26851
D0DR3X	T26851
D0UK9D	T26851
D00BCO	T26851
D01ZRJ	T26851
D02AWT	T26851
D0J3BV	T26851
D0N6LH	T26851
D05LJY	T26851
D0T6ST	T26851
D0R2FS	T26851
D07ZHE	T20401
D0H4MB	T23355
D0H4MB	T67103
D0ZH1U	T59328
D0ZH1U	T65864
D0O0BL	T13260
D09KBQ	T47768
D09KBQ	T52921
D0EJ9B	T20401
D01GNQ	T20401
D05PRS	T20401
D06LVE	T20401
D08RKK	T20401
D07JYF	T20401
D00RJT	T20401
D02VHJ	T16691
D0Y1LJ	T16691
D08PZX	T02703
D08PZX	T16117
D0D0BI	T76369
D0Y7FX	T76369
D0DW9J	T76369
D09ZSK	T82028
D05EYA	T76369
D03HZT	T76369
D06FFD	T76369
D08BDI	T82028
D0D3OX	T82028
D01ZIP	T82028
D09LSR	T76369
D0CN8Z	T76369
D0BB2U	T76369
D0F3RN	T76369
D0L1ST	T76369
D06AKW	T82028
D0B8YX	T76369
D0UK5A	T76369
D0N8YZ	T76369
D0T5XC	T76369
D0UZ8R	T76369
D01VAU	T76369
D0RF2M	T59045
D0RF2M	T36059
D06UXW	T36059
D06UXW	T46185
D0K5NZ	T79062
D0K5NZ	T36059
D05FFB	T53524
D05FFB	T91331
D05FFB	T57700
D0T4SL	T57700
D08ZWJ	T57700
D0T1IK	T59626
D0P1ZM	T26623
D08JEI	T26623
D0Z0JU	T99347
D02HGS	T89534
D02HGS	T80896
D0J0AG	T80896
D0J0AG	T89534
D0G2BS	T64765
D0Q0YC	T64765
D0H3LF	T64765
D06RPY	T64765
D0K9WJ	T64765
D0FK6T	T64765
D06TRS	T37848
D0C7JC	T37848
D02NCO	T12475
D0M0IQ	T57392
D06QFO	T57392
D00VHW	T67162
D00VHW	T78709
D0I7ON	T13491
D0H5EP	T16691
D0U8RZ	T79062
D04AQE	T16691
D04AQE	T32060
D0D3YN	T83813
D0D3YN	T77913
D0D3YN	T29500
D0D3YN	T53381
D0D3YN	T67162
D0D3YN	T92609
D0D3YN	T16691
D0A2NK	T76369
D05QEK	T20401
D05QEK	T64567
D0LC0F	T16987
D00XIB	T20401
D00XIB	T64567
D00FGB	T64567
D00FGB	T20401
D0A8HW	T20401
D0O2CM	T68698
D09NRX	T02703
D09NRX	T16117
D09NRX	T06046
D09BKV	T02703
D09BKV	T16117
D08CMQ	T02703
D08CMQ	T16117
D01MEA	T16117
D01MEA	T02703
D06VYU	T16117
D0D7FN	T76369
D0UT1X	T76369
D05ZJC	T98933
D08BQI	T98933
D05FRX	T98933
D05FRX	T79591
D01NTN	T79591
D01NTN	T98933
D0K8LN	T93105
D0K8LN	T99204
D0V9MI	T77400
D02DML	T80896
D02DML	T89534
D0K0TR	T80896
D0SY2M	T89534
D0SY2M	T80896
D0SY2M	T26623
D0I8SJ	T76846
D0I8SJ	T72458
D0I8SJ	T35842
D0AU4C	T76846
D0AU4C	T72458
D0AU4C	T35842
D0ID5M	T72458
D0ID5M	T35842
D0ID5M	T76846
D01TUB	T72841
D01TUB	T80896
D01TUB	T89534
D03CBX	T89534
D03CBX	T72841
D03CBX	T80896
D0K7HR	T89534
D0K7HR	T80896
D0K7HR	T72841
D09FWS	T72841
D09FWS	T80896
D09FWS	T89534
D08SJL	T89534
D08SJL	T72841
D08SJL	T80896
D0L6IQ	T80896
D0L6IQ	T89534
D0M2OL	T65864
D08ZDD	T52450
D0P2OA	T52450
D0T4AN	T52450
D01QOB	T52450
D06BYR	T52450
D09SYW	T52450
D0D8YP	T72458
D00XMP	T72458
D0J0MX	T83011
D0A2NK	T98315
D0D7AS	T69912
D0C7PK	T57392
D0HM5W	T59328
D00TJF	T59328
D0ZC3W	T20401
D0ZC3W	T16987
D0ZC3W	T64567
D04NSN	T16987
D04NSN	T64567
D04CVC	T16987
D04CVC	T20401
D06VYU	T02703
D06VYU	T06046
D0V0LY	T58589
D0SB5H	T06046
D0SB5H	T02703
D0SB5H	T16117
D08WEI	T06046
D08WEI	T16117
D08WEI	T02703
D01EHS	T16117
D01EHS	T02703
D01EHS	T06046
D01XOR	T06046
D01XOR	T02703
D01XOR	T16117
D0C4QB	T20401
D0C4QB	T16987
D0T3QN	T06046
D0T3QN	T02703
D0T3QN	T16117
D0B4OL	T35842
D0B4OL	T72458
D0B4OL	T76846
D0C7VI	T72458
D0C7VI	T35842
D0C7VI	T76846
D00VYC	T76846
D00VYC	T72458
D00VYC	T35842
D09XCH	T35842
D09XCH	T72458
D03AZC	T72458
D03AZC	T35842
D03AZC	T76846
D0X1YL	T76846
D0X1YL	T35842
D0X1YL	T72458
D07TBR	T76846
D07TBR	T72458
D07TBR	T35842
D0R0BY	T76846
D0R0BY	T72458
D0R0BY	T35842
D0WG8P	T76846
D0WG8P	T72458
D0WG8P	T35842
D07IBF	T72458
D0A8ME	T76846
D0H2PE	T65864
D0H2PE	T00663
D0G4VV	T37693
D0G4VV	T76685
D0R8VT	T32060
D0R8VT	T31204
D0R8VT	T83813
D0AP6N	T83813
D0AP6N	T32060
D0AP6N	T31204
D00APD	T32060
D00APD	T31204
D00APD	T83813
D00OCV	T32060
D00OCV	T83813
D06ABJ	T83813
D06ABJ	T32060
D06ABJ	T31204
D0ZZ4Z	T83813
D0ZZ4Z	T32060
D0ZZ4Z	T31204
D05SWY	T31204
D05SWY	T32060
D05SWY	T83813
D0T8UR	T83813
D0T8UR	T31204
D0T8UR	T32060
D0W8EB	T83813
D0W8EB	T32060
D0W8EB	T31204
D08GJS	T83813
D04CVC	T64567
D0YU8J	T64567
D0YU8J	T16987
D0YU8J	T20401
D0P6AM	T20401
D0P6AM	T16987
D0P6AM	T64567
D01STY	T64567
D01STY	T20401
D01STY	T16987
D0M3PO	T64567
D0M3PO	T20401
D0M3PO	T16987
D0I3ZP	T02703
D0I3ZP	T16117
D0I3ZP	T06046
D02TYS	T02703
D02TYS	T16117
D02TYS	T06046
D05TZN	T58589
D0U5WY	T06273
D0T1TU	T02551
D0T1TU	T67162
D0T1TU	T22118
D07RYR	T02551
D07RYR	T46828
D07RYR	T22118
D07RYR	T24983
D0A8ME	T72458
D0A8ME	T35842
D0ZD3M	T35842
D0ZD3M	T72458
D0ZD3M	T76846
D09OMI	T76846
D09OMI	T35842
D09OMI	T72458
D05XRI	T76846
D05XRI	T72458
D05XRI	T35842
D07DWH	T76846
D07DWH	T72458
D07DWH	T35842
D0T9ZN	T35734
D07TOI	T35734
D0XG0G	T35734
D06RJQ	T35734
D02RWK	T80975
D02RWK	T07173
D06DZO	T35734
D0U6TM	T35734
D08RPW	T35734
D04PNC	T35734
D0K6GX	T35734
D0B0ES	T35734
D08IBD	T35734
D09FEC	T35734
D0K6OL	T35734
D0S3KS	T35734
D0C5GW	T35734
D08YJF	T35734
D07QNN	T35734
D08GJS	T32060
D08GJS	T31204
D07LHD	T83813
D0Y7PW	T26623
D0R7IJ	T26623
D02AAH	T26623
D06YQS	T26623
D0XD1Q	T26623
D03YBR	T26623
D0A1DE	T47094
D0A1DE	T77913
D04SVT	T74456
D04SVT	T09909
D00HVX	T36059
D08AJS	T36059
D08AJS	T92072
D0PU6F	T77365
D0PU6F	T92072
D0PU6F	T36059
D09VRX	T36059
D09VRX	T77365
D09VRX	T92072
D0N1PT	T36059
D0V9BB	T60182
D0VD7H	T16987
D0VD7H	T20401
D0VD7H	T64567
D0XL5K	T20401
D05XZM	T64567
D05XZM	T16987
D05XZM	T20401
D0F1SN	T15739
D0F1SN	T10937
D0A1SO	T69912
D0R8UU	T67162
D0R8UU	T24983
D0R8UU	T22118
D0R8UU	T46828
D0R8UU	T02551
D01ENR	T46828
D01ENR	T24983
D01ENR	T22118
D0E1RX	T46828
D0E1RX	T02551
D0E1RX	T67162
D0E1RX	T24983
D0E1RX	T22118
D08TCX	T02551
D0X4CI	T16042
D03YMX	T16042
D0F1VR	T16042
D0NU1W	T16042
D0NQ7I	T16042
D0A3QB	T16042
D0Z2CY	T03818
D0S9YX	T13260
D0S9YX	T16514
D0X7DJ	T89534
D0X7DJ	T80896
D0V6KJ	T89534
D0V6KJ	T80896
D02OKF	T89534
D02OKF	T80896
D0P6FN	T89534
D0P6FN	T80896
D01GPY	T89534
D01GPY	T80896
D0X4VN	T89534
D0X4VN	T80896
D0K6TE	T89534
D0K6TE	T80896
D0MY8V	T80896
D0MY8V	T89534
D0FD6Z	T89534
D0FD6Z	T80896
D08VDX	T89534
D08VDX	T80896
D05FUY	T89534
D05FUY	T80896
D07LUI	T80896
D0N1PT	T92072
D0OX0V	T77365
D0OX0V	T92072
D0OX0V	T36059
D0NF3E	T36059
D00YXE	T36059
D0D4NS	T36059
D0H2KD	T26500
D0H2KD	T64765
D05WTI	T59102
D0YZ7H	T59102
D0YZ7H	T17980
D0YZ7H	T85943
D0YZ7H	T63505
D0YZ7H	T12499
D0YZ7H	T53524
D0C0OT	T76904
D0M3PG	T76904
D0HW3Y	T76904
D0E1QP	T14731
D03POE	T60857
D0DF1Z	T60857
D0Z1HY	T64567
D0Z1HY	T20401
D0TY8X	T64567
D0TY8X	T20401
D05LLX	T51191
D05LLX	T94324
D05LLX	T28887
D05LLX	T68547
D05LLX	T22274
D05LLX	T63816
D02ZYA	T58470
D02ZYA	T70176
D0S7WQ	T94324
D0S7WQ	T51191
D0S7WQ	T28887
D0S7WQ	T63816
D0S7WQ	T22274
D0S7WQ	T68547
D0Q3IE	T61622
D0K0OY	T61622
D09LPL	T59102
D09LPL	T53524
D09LPL	T63966
D09LPL	T80975
D0H6YF	T48268
D0H6YF	T75498
D03ATU	T59328
D08BRJ	T61622
D06DSE	T86428
D01FJQ	T61622
D0L8HO	T93262
D0L8HO	T23995
D0L8HO	T98459
D0L8HO	T12808
D0L8HO	T40276
D0L8HO	T59190
D0L8HO	T55729
D0L8HO	T65864
D0L8HO	T67619
D0L8HO	T12499
D0L8HO	T47107
D0L8HO	T08813
D0L8HO	T49898
D0L8HO	T14731
D0L8HO	T40097
D07EGC	T59626
D0N3HU	T16117
D0N3HU	T02703
D0N3HU	T06046
D03CAJ	T06046
D03CAJ	T02703
D03CAJ	T16117
D0LB9U	T16117
D0LB9U	T02703
D0ZB8S	T59626
D01YNT	T16117
D01YNT	T02703
D0N4WB	T70977
D0N4WB	T94479
D07BLJ	T02703
D0H2VA	T92072
D0Q7AF	T16691
D00MLE	T28713
D0D3AS	T28713
D01WIH	T51282
D0Q1AC	T58970
D04CRB	T65864
D0U7RR	T13260
D0U7RR	T84621
D09YXV	T13260
D09YXV	T84621
D08PNF	T84621
D08PNF	T13260
D07GQP	T83813
D07GQP	T67162
D07GQP	T24983
D07GQP	T78709
D07GQP	T32060
D07GQP	T02551
D0Q8HM	T65864
D0M3CT	T65864
D0M3CT	T12499
D00VUO	T13260
D0N9PY	T84621
D0N9PY	T13260
D0Q3JZ	T84621
D0Q3JZ	T13260
D0AY4E	T13260
D0Y7RB	T13260
D0BH7S	T52316
D0BH7S	T65864
D04CLL	T84621
D08SPJ	T70309
D0J1XP	T56923
D09PIF	T92609
D09PIF	T53381
D09PIF	T29500
D03BZW	T44068
D03BZW	T52522
D07UUQ	T67162
D07UUQ	T24983
D07UUQ	T22118
D07UUQ	T02551
D06PFL	T06046
D0P2DU	T57392
D03GES	T02551
D03GES	T24983
D03GES	T67162
D02NHS	T94033
D02XHC	T10052
D02XHC	T58470
D0DI7W	T06046
D0WD6J	T22118
D0WD6J	T67162
D0WD6J	T24983
D0WD6J	T02551
D07HXL	T92072
D07XCA	T35640
D07XCA	T10513
D07XCA	T57011
D04JNZ	T93262
D04JNZ	T49368
D04JNZ	T44861
D04JNZ	T40149
D04JNZ	T47107
D04JNZ	T72295
D04JNZ	T40276
D04JNZ	T12808
D06VST	T46185
D06VST	T28893
D06VST	T20709
D06VST	T67684
D06VST	T79961
D0Q7FM	T02551
D0Q7FM	T67162
D02BUW	T12499
D0Q4PY	T29500
D0Q4PY	T53381
D0Q4PY	T92609
D0Q5IP	T24983
D0Q5IP	T67162
D0Q5IP	T02551
D03JOS	T24983
D03JOS	T67162
D0J3AO	T29683
D07HRP	T49898
D07HRP	T98459
D09QJS	T59626
D0C0AS	T45262
D09NBN	T29683
D03QMU	T16117
D03QMU	T02703
D0IR4Y	T02703
D0IR4Y	T16117
D00AON	T33489
D06IJI	T59626
D0G9KD	T59328
D0R9ED	T59626
D03MVY	T11072
D03MVY	T07806
D07IQG	T13260
D07IQG	T89041
D04CLL	T13260
D0AH1B	T13260
D04QPK	T84621
D04QPK	T13260
D0L1JF	T13260
D0L1JF	T89041
D0V3YH	T13260
D0V3YH	T84621
D05MQE	T13260
D05MQE	T84621
D0YS2F	T84621
D0YS2F	T13260
D05YNW	T13260
D02CSU	T84621
D02CSU	T89041
D02CSU	T13260
D03MKT	T89041
D03MKT	T84621
D03MKT	T13260
D09HOE	T13260
D09HOE	T84621
D09HOE	T89041
D0YD9J	T84621
D0YD9J	T89041
D0YD9J	T13260
D0F5YU	T13260
D0F5YU	T89041
D0F5YU	T84621
D09VPA	T89041
D09VPA	T84621
D0D9FR	T13260
D03HLH	T59102
D03HLH	T59328
D05BCJ	T67162
D05BCJ	T24983
D05BCJ	T02551
D05QMN	T59102
D05QMN	T59328
D0N1RQ	T22939
D00NOG	T72458
D00NOG	T76846
D0FQ1Z	T57392
D0B9DR	T22118
D0B9DR	T24983
D0B9DR	T67162
D0B9DR	T02551
D05ROV	T57392
D06LUT	T67103
D0Y8DZ	T06046
D09UUC	T76846
D09UUC	T72458
D04XTP	T23355
D03JOS	T02551
D0U2IL	T20709
D0U2IL	T79961
D0U2IL	T67684
D0U2IL	T28893
D0U2IL	T46185
D0E3HC	T80975
D08XTL	T53381
D08XTL	T92609
D08XTL	T29500
D0P0IX	T67162
D0P0IX	T92609
D0P0IX	T24983
D0P0IX	T32060
D0P0IX	T22118
D0P0IX	T20709
D0P0IX	T53381
D0P0IX	T79961
D0P0IX	T46828
D0P0IX	T02551
D0P0IX	T67684
D0P0IX	T29500
D07IYH	T36059
D0MQ6K	T24836
D0C2GW	T59626
D0GJ7J	T89041
D03ODQ	T16117
D03ODQ	T02703
D0K3RC	T08856
D0K3RC	T34296
D0K3RC	T52450
D0TO6S	T40097
D0TO6S	T49898
D0TO6S	T47107
D0TO6S	T70977
D0TO6S	T65864
D0TO6S	T55729
D0TO6S	T12499
D0TO6S	T67619
D0TO6S	T98459
D0TO6S	T58970
D0TO6S	T64682
D0TO6S	T93262
D0TO6S	T79798
D0TO6S	T49368
D0TO6S	T51282
D0TO6S	T62449
D07MFH	T16117
D07MFH	T02703
D02ZRO	T59328
D0D7UA	T52450
D0D7UA	T08856
D0D7UA	T34296
D0D9FR	T84621
D0D9FR	T89041
D0MF5Y	T16514
D00RIX	T51565
D00RIX	T26623
D00RIX	T92521
D00RIX	T13260
D00RIX	T46521
D00RIX	T89361
D00RIX	T44011
D01UYI	T26623
D01UYI	T92521
D01UYI	T13260
D01UYI	T89361
D09HGK	T13260
D07ZYL	T13260
D02TYK	T52316
D02TYK	T23276
D0N4LH	T16633
D0S7YR	T16633
D0R0OX	T16633
D0R0OX	T62974
D0N2MA	T16633
D0N2MA	T13644
D0A1XX	T16633
D0A1XX	T62974
D02OJQ	T53024
D0YE1X	T59102
D0YE1X	T53524
D00TYW	T40332
D04JUJ	T67162
D03RFA	T92072
D03RFA	T13491
D03RFA	T77365
D03RFA	T86679
D03RFA	T36059
D0C0VP	T94324
D0C0VP	T51191
D0C0VP	T63816
D0C0VP	T22274
D0C0VP	T68547
D0C0VP	T28887
D0PQ8B	T40332
D02VVU	T68547
D0O7DA	T02551
D0O7DA	T67162
D0P0IX	T28893
D0P0IX	T46185
D06NTB	T24983
D06NTB	T67162
D06NTB	T02551
D08RJC	T51115
D08RJC	T54132
D08RJC	T24793
D0Z8OD	T92609
D0Z8OD	T53381
D01XUU	T23355
D01BQD	T76414
D01BQD	T62276
D04ZFH	T76414
D04ZFH	T62276
D00HET	T76414
D00HET	T62276
D09GTN	T88975
D0RQ2T	T94033
D0V3IT	T01777
D0V3IT	T41580
D0V3IT	T11448
D0T0GA	T62276
D0L9SL	T02703
D03XXI	T68547
D03XXI	T51191
D0G4WF	T36059
D00KSS	T34296
D00KSS	T08856
D06NRZ	T36059
D00KJP	T24836
D02PKO	T34296
D04LLD	T68547
D04LLD	T51191
D0B4PH	T59328
D01LOU	T13260
D02FXZ	T79232
D02FXZ	T84486
D0V8SM	T13260
D0Y1AJ	T79232
D0Y1AJ	T84486
D01SNR	T66665
D0M3BJ	T79232
D0M3BJ	T84486
D0M3BJ	T59881
D0O1QT	T20401
D0K0JJ	T79232
D0K0JJ	T84486
D0K0JJ	T59881
D09BWP	T79232
D09BWP	T59881
D02OJQ	T62974
D02OJQ	T16633
D02OJQ	T13644
D02OJQ	T64830
D06WCI	T64830
D06WCI	T13644
D06WCI	T16633
D06WCI	T53024
D06WCI	T62974
D0H4WH	T16633
D0H4WH	T53024
D0H4WH	T62974
D0H4WH	T64830
D0H4WH	T13644
D02WOX	T16633
D02WOX	T13644
D07DUF	T16633
D0R4IS	T16633
D04EWA	T16633
D03SXC	T16633
D0CC1P	T16633
D07OSF	T16633
D03DRL	T62974
D03DRL	T16633
D01NID	T16633
D00ODN	T65864
D0A0DO	T16633
D05XZA	T16633
D0W0AF	T16633
D0W0AF	T62974
D0W0AF	T13644
D06JWT	T16633
D0O7DA	T22118
D0O7DA	T36059
D0N9DP	T40332
D05XNR	T67162
D0V1UY	T13260
D0Q2UZ	T85943
D07QCC	T53381
D07QCC	T92609
D07QCC	T29500
D09DVB	T85943
D07APP	T82577
D07APP	T67849
D07APP	T95913
D07APP	T81735
D07APP	T95594
D0R1FT	T58470
D0N7QV	T13260
D0A2LX	T12499
D0A2LX	T85943
D08WOG	T12499
D07ERV	T12499
D0T0GA	T76414
D07ANY	T37848
D07ANY	T57392
D0WU9R	T02551
D0WU9R	T24983
D05IGJ	T76414
D05IGJ	T62276
D0T3UP	T88975
D0NI4Z	T88975
D03GAQ	T88975
D0S8DT	T23355
D0P1XM	T47094
D0L7AY	T52450
D0J7NR	T88975
D0N6MR	T88975
D05HFD	T88975
D07LCE	T88975
D0P1YK	T76414
D0P1YK	T62276
D08XKO	T88975
D0DX3V	T88975
D0LD0X	T36059
D0LD0X	T86679
D0LD0X	T92072
D09BWP	T84486
D0O6WN	T79232
D0O6WN	T59881
D0O6WN	T84486
D09HMT	T84486
D09HMT	T79232
D09HEA	T13260
D09HEA	T89041
D09HEA	T84621
D08PKR	T13260
D05YHE	T59881
D05YHE	T84486
D05YHE	T79232
D04WJN	T13260
D02VVG	T79232
D02VVG	T84486
D02VVG	T59881
D03EBH	T79232
D03EBH	T84486
D03EBH	T66237
D05ARF	T59328
D05FFY	T84621
D05FFY	T13260
D0UI8Q	T13260
D0FH3M	T59102
D09LHN	T62974
D09LHN	T16633
D03XYK	T65864
D0L3DF	T65864
D0I9ME	T16633
D0BE3D	T16633
D0Z0OF	T13644
D0Z0OF	T16633
D03VHX	T16633
D0C5RH	T64830
D0C5RH	T13644
D0C5RH	T16633
D0C5RH	T53024
D0C5RH	T62974
D0J5OY	T64830
D0J5OY	T13644
D0J5OY	T16633
D0J5OY	T62974
D0J5OY	T53024
D0Z3LZ	T16633
D0Z3LZ	T53024
D0Z3LZ	T62974
D0Z3LZ	T64830
D0Z3LZ	T13644
D04FPW	T13644
D04FPW	T16633
D09DAC	T13644
D09DAC	T64830
D09DAC	T53024
D09DAC	T62974
D09DAC	T16633
D04ORV	T13644
D07ERV	T85943
D01FJB	T70176
D01FJB	T58470
D07KDB	T70309
D0L4HJ	T12499
D0W1ST	T67849
D0W1ST	T95594
D0W1ST	T81735
D0W1ST	T75243
D0W1ST	T95913
D03XKK	T70176
D03XKK	T58470
D0V2NH	T36059
D0A2WH	T36059
D0IJ2X	T36059
D0K8ZW	T36059
D02VQK	T77365
D02VQK	T92072
D02VQK	T36059
D08FSF	T36059
D0Y8SB	T36059
D0Y8SB	T92072
D0YR1V	T36059
D0YR1V	T77365
D0B9CC	T36059
D0B9CC	T86679
D0D9YL	T36059
D0D9YL	T86679
D09OKK	T72168
D09OKK	T46521
D09OKK	T30687
D05BTG	T47094
D0P7CS	T77365
D0P7CS	T92072
D0P7CS	T36059
D0R3PD	T86428
D0FH3M	T53524
D0Y5FO	T59881
D0Y5FO	T84486
D0Y5FO	T79232
D0C8XX	T59881
D0C8XX	T84486
D0C8XX	T79232
D07PHV	T13260
D05SEV	T89529
D0DJ3R	T13260
D0L9BT	T13260
D04ETX	T68547
D04ETX	T51191
D0W2YN	T07806
D0W2YN	T32060
D0W2YN	T78709
D0W2YN	T11072
D04KDB	T88975
D06LNX	T98022
D09BKS	T81892
D06GQO	T39716
D0PN8D	T78709
D0PN8D	T11072
D0PN8D	T07806
D04ORV	T64830
D04ORV	T62974
D04ORV	T53024
D04ORV	T16633
D02NJV	T13644
D02NJV	T16633
D02NJV	T62974
D0WG0O	T62974
D0WG0O	T53024
D0M5LA	T53024
D0H0DC	T62974
D0H0DC	T13644
D0Z1XY	T16633
D0V8VY	T81735
D0B0QS	T81735
D0X7TB	T75243
D0X7TB	T81735
D0J7BH	T81735
D0L3TX	T81735
D0JB6H	T81735
D0U9ZW	T81735
D06BDY	T81735
D0O4KC	T81735
D07AXO	T81735
D04SCD	T81735
D0I7GE	T81735
D0W7LW	T85943
D0H3CW	T53381
D0H3CW	T92609
D0H3CW	T29500
D06UBB	T92609
D06UBB	T53381
D06UBB	T29500
D07JHG	T58470
D07JHG	T70176
D01IZN	T85943
D02SRA	T85943
D0B4PI	T85943
D0W5ZK	T23355
D09CKI	T53381
D09CKI	T92609
D09CKI	T51115
D09CKI	T29500
D0R5WB	T32060
D09KZA	T70309
D07LTB	T68251
D07LTB	T54156
D08CZT	T32060
D0R6MT	T88975
D0R6MT	T77365
D0R6MT	T10265
D0R6MT	T86679
D0R6MT	T61744
D0R6MT	T36059
D0O8QS	T36059
D0O8QS	T92072
D0K7GD	T59328
D0V1CL	T07663
D0F6FZ	T59328
D02DTR	T57392
D02DTR	T37848
D0J9WO	T59328
D0Y2AM	T59328
D02WKZ	T52921
D0R6GK	T52921
D09CPC	T88975
D09CPC	T84621
D01MPK	T13260
D0O2RN	T39716
D0E7NV	T81892
D0TZ8C	T88975
D0NL6C	T51191
D0NL6C	T68547
D0DO1T	T13260
D0R4WW	T13260
D0S0OV	T13260
D0F7BE	T68251
D0F7BE	T86702
D01OBJ	T91173
D01OBJ	T78429
D0Z1OI	T13260
D0Q9TL	T93566
D05ZPO	T13260
D06BKA	T68547
D06BKA	T51191
D05HRP	T13260
D0H1LK	T13260
D0J3PK	T13260
D0UG6N	T47094
D0E6NW	T83813
D0E6NW	T32060
D0E6NW	T31204
D0U5KM	T35842
D0U5KM	T72458
D0M2IB	T13260
D08RLR	T23355
D02ZRX	T70309
D0Q9LC	T68251
D0Q9LC	T54156
D0M7OP	T70309
D02WJT	T62276
D02WJT	T76414
D02WJT	T22285
D0Y7HG	T36059
D0Y7HG	T92521
D0Y7HG	T77365
D0JH9F	T70309
D02JPD	T32060
D0ID6U	T23355
D0ID6U	T67103
D0H7NB	T70309
D07GBV	T32060
D0K4TI	T54156
D0K4TI	T68251
D09GIL	T54156
D0Y7NV	T54156
D0Y7NV	T86702
D0Y7NV	T68251
D05GXA	T52921
D00PYW	T37848
D00PYW	T57392
D01CUR	T51487
D01CUR	T08910
D01CUR	T51452
D03KXT	T57392
D03KXT	T37848
D0K0CJ	T52921
D06ZCX	T23995
D06ZCX	T74258
D06ZCX	T00895
D06ZCX	T49368
D06ZCX	T44861
D06ZCX	T47107
D06ZCX	T40149
D06ZCX	T12808
D06ZCX	T40276
D06ZCX	T59190
D0U7BJ	T37848
D0U7BJ	T57392
D00HYL	T52921
D00VZA	T59328
D01NTW	T59328
D0EE6A	T47101
D0EE6A	T63966
D0EE6A	T80782
D0EE6A	T80975
D0O2KP	T80896
D0O2KP	T89534
D0T4JO	T47094
D0H5WL	T89988
D00XOQ	T57392
D0NH7M	T59328
D0TL4O	T47094
D05FKT	T93566
D03DVM	T80896
D03DVM	T89534
D0K9MT	T11072
D0K9MT	T07806
D0F0MP	T03818
D0F0MP	T86591
D0F0MP	T36557
D0LV6B	T67103
D0LV6B	T23355
D09JII	T36557
D09JII	T03818
D0W2UK	T65019
D0W2UK	T54156
D0W2UK	T68251
D0W2UK	T86702
D0W2UK	T08856
D0W2UK	T20178
D0W2UK	T73475
D0W2UK	T34296
D0L5IC	T80896
D0L5IC	T89534
D0L5IC	T46521
D0L5IC	T30687
D0D1CV	T33489
D01ACT	T33489
D0Q7ZR	T29500
D0Q7ZR	T92609
D0T5OD	T33489
D07FGX	T13260
D0C3EX	T11072
D0Q1ZC	T32060
D01OFD	T86428
D06ROA	T92609
D06ROA	T67162
D06ROA	T78709
D06ROA	T53381
D06ROA	T29500
D0C0UM	T02551
D02YDU	T02551
D06JPP	T46521
D06DNN	T80896
D06DNN	T89534
D0O1PM	T02551
D0O1PM	T67162
D0O1PM	T24983
D07VHB	T57392
D07VHB	T37848
D0Y2MR	T52921
D02IWH	T52921
D01WDI	T59328
D01VFR	T59328
D01VFR	T96788
D0B0LC	T57392
D0B0LC	T37848
D00AEX	T57392
D01WYI	T59328
D01WYI	T96788
D0A9VZ	T52921
D08RIW	T52921
D09JII	T86591
D03XAE	T11072
D03XAE	T07806
D0C7AS	T62431
D02RIG	T59328
D03KPA	T07806
D03KPA	T11072
D07IHD	T59328
D05AIM	T32247
D09XZM	T52921
D0P5PW	T92609
D0P5PW	T41580
D0P5PW	T01777
D0P5PW	T53381
D0P5PW	T29500
D0P5PW	T11448
D0G0WP	T32247
D0A8VZ	T32247
D07WQG	T52921
D0Y0IE	T52921
D0H0GJ	T32247
D0J7CK	T32247
D0K1IE	T32247
D03DPD	T32247
D03NUT	T33489
D0U7PV	T33489
D0P9ZV	T33489
